Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2021-03-19 00:00:00,Brazil,North-East Brazil,BR-NE,31.51,55.09,94.52,94.45,ons.org.br
2021-03-20 00:00:00,Brazil,North-East Brazil,BR-NE,27.78,50.59,95.17,95.11,ons.org.br
2021-03-21 00:00:00,Brazil,North-East Brazil,BR-NE,25.83,47.07,95.51,95.48,ons.org.br
2021-03-22 00:00:00,Brazil,North-East Brazil,BR-NE,31.25,55.94,94.57,94.44,ons.org.br
2021-03-23 00:00:00,Brazil,North-East Brazil,BR-NE,29.23,53.72,94.92,94.80,ons.org.br
2021-03-24 00:00:00,Brazil,North-East Brazil,BR-NE,31.51,55.10,94.52,94.46,ons.org.br
2021-03-25 00:00:00,Brazil,North-East Brazil,BR-NE,30.36,54.36,94.72,94.61,ons.org.br
2021-03-26 00:00:00,Brazil,North-East Brazil,BR-NE,29.21,53.74,94.92,94.78,ons.org.br
2021-03-27 00:00:00,Brazil,North-East Brazil,BR-NE,38.29,66.06,93.34,93.13,ons.org.br
2021-03-28 00:00:00,Brazil,North-East Brazil,BR-NE,47.47,77.57,91.74,91.51,ons.org.br
2021-03-29 00:00:00,Brazil,North-East Brazil,BR-NE,48.69,79.28,91.53,91.26,ons.org.br
2021-03-30 00:00:00,Brazil,North-East Brazil,BR-NE,42.67,71.63,92.58,92.24,Electricity Maps Estimation; ons.org.br
2021-03-31 00:00:00,Brazil,North-East Brazil,BR-NE,44.18,72.88,92.32,91.97,ons.org.br
2021-04-01 00:00:00,Brazil,North-East Brazil,BR-NE,48.59,77.72,91.55,91.25,ons.org.br
2021-04-02 00:00:00,Brazil,North-East Brazil,BR-NE,44.24,72.39,92.31,92.04,ons.org.br
2021-04-03 00:00:00,Brazil,North-East Brazil,BR-NE,40.38,66.63,92.98,92.88,ons.org.br
2021-04-04 00:00:00,Brazil,North-East Brazil,BR-NE,34.24,57.08,94.04,94.04,ons.org.br
2021-04-05 00:00:00,Brazil,North-East Brazil,BR-NE,31.37,53.75,94.54,94.54,ons.org.br
2021-04-06 00:00:00,Brazil,North-East Brazil,BR-NE,32.71,55.93,94.31,94.31,ons.org.br
2021-04-07 00:00:00,Brazil,North-East Brazil,BR-NE,28.83,50.66,94.99,94.98,Electricity Maps Estimation; ons.org.br
2021-04-08 00:00:00,Brazil,North-East Brazil,BR-NE,26.34,47.17,95.42,95.42,ons.org.br
2021-04-09 00:00:00,Brazil,North-East Brazil,BR-NE,27.61,48.49,95.20,95.20,ons.org.br
2021-04-10 00:00:00,Brazil,North-East Brazil,BR-NE,29.93,51.88,94.79,94.79,ons.org.br
2021-04-11 00:00:00,Brazil,North-East Brazil,BR-NE,36.00,59.92,93.74,93.72,ons.org.br
2021-04-12 00:00:00,Brazil,North-East Brazil,BR-NE,38.04,63.58,93.38,93.34,ons.org.br
2021-04-13 00:00:00,Brazil,North-East Brazil,BR-NE,40.59,67.27,92.94,92.85,ons.org.br
2021-04-14 00:00:00,Brazil,North-East Brazil,BR-NE,40.63,67.30,92.93,92.84,ons.org.br
2021-04-15 00:00:00,Brazil,North-East Brazil,BR-NE,30.73,53.20,94.66,94.66,ons.org.br
2021-04-16 00:00:00,Brazil,North-East Brazil,BR-NE,30.55,53.10,94.69,94.69,ons.org.br
2021-04-17 00:00:00,Brazil,North-East Brazil,BR-NE,39.79,65.79,93.08,93.04,ons.org.br
2021-04-18 00:00:00,Brazil,North-East Brazil,BR-NE,40.91,66.64,92.89,92.84,ons.org.br
2021-04-19 00:00:00,Brazil,North-East Brazil,BR-NE,51.57,81.39,91.03,90.87,ons.org.br
2021-04-20 00:00:00,Brazil,North-East Brazil,BR-NE,76.98,113.85,86.61,86.38,ons.org.br
2021-04-21 00:00:00,Brazil,North-East Brazil,BR-NE,86.62,125.17,84.94,84.70,ons.org.br
2021-04-22 00:00:00,Brazil,North-East Brazil,BR-NE,79.61,116.80,86.15,85.92,ons.org.br
2021-04-23 00:00:00,Brazil,North-East Brazil,BR-NE,75.54,110.73,86.86,86.71,ons.org.br
2021-04-24 00:00:00,Brazil,North-East Brazil,BR-NE,66.78,97.35,88.39,88.36,ons.org.br
2021-04-25 00:00:00,Brazil,North-East Brazil,BR-NE,69.12,100.28,87.98,87.92,ons.org.br
2021-04-26 00:00:00,Brazil,North-East Brazil,BR-NE,57.37,86.39,90.02,90.00,ons.org.br
2021-04-27 00:00:00,Brazil,North-East Brazil,BR-NE,38.64,63.90,93.28,93.24,ons.org.br
2021-04-28 00:00:00,Brazil,North-East Brazil,BR-NE,33.17,58.36,94.23,94.18,ons.org.br
2021-04-29 00:00:00,Brazil,North-East Brazil,BR-NE,30.41,53.81,94.71,94.71,ons.org.br
2021-04-30 00:00:00,Brazil,North-East Brazil,BR-NE,28.54,50.37,95.04,95.04,ons.org.br
2021-05-01 00:00:00,Brazil,North-East Brazil,BR-NE,30.47,51.93,94.70,94.69,ons.org.br
2021-05-02 00:00:00,Brazil,North-East Brazil,BR-NE,37.56,62.43,93.47,93.45,ons.org.br
2021-05-03 00:00:00,Brazil,North-East Brazil,BR-NE,39.29,64.81,93.17,93.16,ons.org.br
2021-05-04 00:00:00,Brazil,North-East Brazil,BR-NE,52.86,82.39,90.81,90.78,ons.org.br
2021-05-05 00:00:00,Brazil,North-East Brazil,BR-NE,57.17,87.42,90.06,89.99,ons.org.br
2021-05-06 00:00:00,Brazil,North-East Brazil,BR-NE,54.45,82.91,90.53,90.50,ons.org.br
2021-05-07 00:00:00,Brazil,North-East Brazil,BR-NE,57.80,87.89,89.95,89.87,ons.org.br
2021-05-08 00:00:00,Brazil,North-East Brazil,BR-NE,34.09,57.31,94.07,94.07,ons.org.br
2021-05-09 00:00:00,Brazil,North-East Brazil,BR-NE,25.46,46.30,95.57,95.57,ons.org.br
2021-05-10 00:00:00,Brazil,North-East Brazil,BR-NE,28.11,49.92,95.11,95.11,ons.org.br
2021-05-11 00:00:00,Brazil,North-East Brazil,BR-NE,31.36,54.22,94.55,94.53,ons.org.br
2021-05-12 00:00:00,Brazil,North-East Brazil,BR-NE,44.87,71.07,92.20,92.16,ons.org.br
2021-05-13 00:00:00,Brazil,North-East Brazil,BR-NE,56.41,85.42,90.19,90.12,ons.org.br
2021-05-14 00:00:00,Brazil,North-East Brazil,BR-NE,45.34,70.55,92.12,92.11,ons.org.br
2021-05-15 00:00:00,Brazil,North-East Brazil,BR-NE,44.03,68.58,92.34,92.34,ons.org.br
2021-05-16 00:00:00,Brazil,North-East Brazil,BR-NE,43.96,68.39,92.36,92.35,ons.org.br
2021-05-17 00:00:00,Brazil,North-East Brazil,BR-NE,54.37,81.88,90.54,90.53,ons.org.br
2021-05-18 00:00:00,Brazil,North-East Brazil,BR-NE,80.43,114.80,86.01,85.95,ons.org.br
2021-05-19 00:00:00,Brazil,North-East Brazil,BR-NE,83.23,117.57,85.52,85.49,ons.org.br
2021-05-20 00:00:00,Brazil,North-East Brazil,BR-NE,76.71,108.96,86.66,86.65,ons.org.br
2021-05-21 00:00:00,Brazil,North-East Brazil,BR-NE,66.93,96.26,88.36,88.36,ons.org.br
2021-05-22 00:00:00,Brazil,North-East Brazil,BR-NE,82.98,115.35,85.57,85.57,ons.org.br
2021-05-23 00:00:00,Brazil,North-East Brazil,BR-NE,88.62,121.36,84.59,84.57,ons.org.br
2021-05-24 00:00:00,Brazil,North-East Brazil,BR-NE,89.39,123.12,84.45,84.43,ons.org.br
2021-05-25 00:00:00,Brazil,North-East Brazil,BR-NE,79.24,111.23,86.22,86.22,ons.org.br
2021-05-26 00:00:00,Brazil,North-East Brazil,BR-NE,73.78,103.65,87.17,87.17,ons.org.br
2021-05-27 00:00:00,Brazil,North-East Brazil,BR-NE,72.88,103.02,87.33,87.33,ons.org.br
2021-05-28 00:00:00,Brazil,North-East Brazil,BR-NE,76.15,107.34,86.76,86.76,ons.org.br
2021-05-29 00:00:00,Brazil,North-East Brazil,BR-NE,83.50,116.06,85.48,85.47,ons.org.br
2021-05-30 00:00:00,Brazil,North-East Brazil,BR-NE,85.04,117.68,85.21,85.21,ons.org.br
2021-05-31 00:00:00,Brazil,North-East Brazil,BR-NE,135.71,178.12,76.40,76.40,ons.org.br
2021-06-01 00:00:00,Brazil,North-East Brazil,BR-NE,154.91,201.24,73.06,73.06,ons.org.br
2021-06-02 00:00:00,Brazil,North-East Brazil,BR-NE,143.57,187.44,75.03,75.03,ons.org.br
2021-06-03 00:00:00,Brazil,North-East Brazil,BR-NE,92.64,126.26,83.89,83.89,ons.org.br
2021-06-04 00:00:00,Brazil,North-East Brazil,BR-NE,93.06,126.67,83.82,83.82,ons.org.br
2021-06-05 00:00:00,Brazil,North-East Brazil,BR-NE,91.19,124.36,84.14,84.14,ons.org.br
2021-06-06 00:00:00,Brazil,North-East Brazil,BR-NE,89.35,122.21,84.46,84.46,ons.org.br
2021-06-07 00:00:00,Brazil,North-East Brazil,BR-NE,133.34,175.31,76.81,76.81,ons.org.br
2021-06-08 00:00:00,Brazil,North-East Brazil,BR-NE,153.20,199.16,73.36,73.36,ons.org.br
2021-06-09 00:00:00,Brazil,North-East Brazil,BR-NE,136.74,178.92,76.22,76.22,ons.org.br
2021-06-10 00:00:00,Brazil,North-East Brazil,BR-NE,131.96,173.22,77.05,77.05,ons.org.br
2021-06-11 00:00:00,Brazil,North-East Brazil,BR-NE,157.64,204.77,72.58,72.58,ons.org.br
2021-06-12 00:00:00,Brazil,North-East Brazil,BR-NE,178.96,230.70,68.88,68.87,ons.org.br
2021-06-13 00:00:00,Brazil,North-East Brazil,BR-NE,119.47,158.52,79.22,79.22,ons.org.br
2021-06-14 00:00:00,Brazil,North-East Brazil,BR-NE,98.36,133.45,82.89,82.89,ons.org.br
2021-06-15 00:00:00,Brazil,North-East Brazil,BR-NE,147.35,192.24,74.37,74.37,ons.org.br
2021-06-16 00:00:00,Brazil,North-East Brazil,BR-NE,169.98,219.88,70.44,70.43,ons.org.br
2021-06-17 00:00:00,Brazil,North-East Brazil,BR-NE,152.50,198.05,73.48,73.48,ons.org.br
2021-06-18 00:00:00,Brazil,North-East Brazil,BR-NE,132.96,174.31,76.88,76.88,ons.org.br
2021-06-19 00:00:00,Brazil,North-East Brazil,BR-NE,138.51,180.57,75.91,75.91,ons.org.br
2021-06-20 00:00:00,Brazil,North-East Brazil,BR-NE,115.15,153.50,79.97,79.97,ons.org.br
2021-06-21 00:00:00,Brazil,North-East Brazil,BR-NE,143.70,187.47,75.01,75.01,ons.org.br
2021-06-22 00:00:00,Brazil,North-East Brazil,BR-NE,138.80,181.09,75.86,75.86,ons.org.br
2021-06-23 00:00:00,Brazil,North-East Brazil,BR-NE,139.21,181.20,75.79,75.79,ons.org.br
2021-06-24 00:00:00,Brazil,North-East Brazil,BR-NE,139.74,181.95,75.70,75.70,ons.org.br
2021-06-25 00:00:00,Brazil,North-East Brazil,BR-NE,139.72,182.18,75.70,75.70,ons.org.br
2021-06-26 00:00:00,Brazil,North-East Brazil,BR-NE,141.08,183.86,75.46,75.46,ons.org.br
2021-06-27 00:00:00,Brazil,North-East Brazil,BR-NE,111.18,148.09,80.66,80.66,ons.org.br
2021-06-28 00:00:00,Brazil,North-East Brazil,BR-NE,135.13,176.81,76.50,76.50,ons.org.br
2021-06-29 00:00:00,Brazil,North-East Brazil,BR-NE,153.42,198.89,73.32,73.32,ons.org.br
2021-06-30 00:00:00,Brazil,North-East Brazil,BR-NE,193.13,246.57,66.41,66.41,ons.org.br
2021-07-01 00:00:00,Brazil,North-East Brazil,BR-NE,154.63,199.44,73.11,73.11,ons.org.br
2021-07-02 00:00:00,Brazil,North-East Brazil,BR-NE,124.42,162.93,78.36,78.36,ons.org.br
2021-07-03 00:00:00,Brazil,North-East Brazil,BR-NE,136.03,177.30,76.34,76.34,ons.org.br
2021-07-04 00:00:00,Brazil,North-East Brazil,BR-NE,124.56,163.60,78.34,78.34,ons.org.br
2021-07-05 00:00:00,Brazil,North-East Brazil,BR-NE,148.78,193.03,74.12,74.12,ons.org.br
2021-07-06 00:00:00,Brazil,North-East Brazil,BR-NE,153.41,198.33,73.32,73.32,ons.org.br
2021-07-07 00:00:00,Brazil,North-East Brazil,BR-NE,154.41,199.42,73.15,73.15,ons.org.br
2021-07-08 00:00:00,Brazil,North-East Brazil,BR-NE,161.21,207.26,71.96,71.96,ons.org.br
2021-07-09 00:00:00,Brazil,North-East Brazil,BR-NE,152.16,196.45,73.54,73.54,ons.org.br
2021-07-10 00:00:00,Brazil,North-East Brazil,BR-NE,150.72,194.54,73.79,73.79,ons.org.br
2021-07-11 00:00:00,Brazil,North-East Brazil,BR-NE,140.10,181.65,75.63,75.63,ons.org.br
2021-07-12 00:00:00,Brazil,North-East Brazil,BR-NE,116.88,153.68,79.67,79.67,ons.org.br
2021-07-13 00:00:00,Brazil,North-East Brazil,BR-NE,126.47,165.58,78.00,78.00,ons.org.br
2021-07-14 00:00:00,Brazil,North-East Brazil,BR-NE,123.06,161.64,78.60,78.60,ons.org.br
2021-07-15 00:00:00,Brazil,North-East Brazil,BR-NE,138.01,179.99,76.00,76.00,ons.org.br
2021-07-16 00:00:00,Brazil,North-East Brazil,BR-NE,170.43,219.66,70.36,70.36,ons.org.br
2021-07-17 00:00:00,Brazil,North-East Brazil,BR-NE,178.38,229.36,68.98,68.98,ons.org.br
2021-07-18 00:00:00,Brazil,North-East Brazil,BR-NE,163.46,210.61,71.57,71.57,ons.org.br
2021-07-19 00:00:00,Brazil,North-East Brazil,BR-NE,171.23,220.26,70.22,70.22,ons.org.br
2021-07-20 00:00:00,Brazil,North-East Brazil,BR-NE,140.43,182.66,75.58,75.58,ons.org.br
2021-07-21 00:00:00,Brazil,North-East Brazil,BR-NE,102.38,136.66,82.19,82.19,ons.org.br
2021-07-22 00:00:00,Brazil,North-East Brazil,BR-NE,101.10,134.72,82.42,82.42,ons.org.br
2021-07-23 00:00:00,Brazil,North-East Brazil,BR-NE,102.57,136.45,82.16,82.16,ons.org.br
2021-07-24 00:00:00,Brazil,North-East Brazil,BR-NE,116.98,154.46,79.66,79.66,ons.org.br
2021-07-25 00:00:00,Brazil,North-East Brazil,BR-NE,119.81,157.27,79.16,79.16,ons.org.br
2021-07-26 00:00:00,Brazil,North-East Brazil,BR-NE,136.58,177.89,76.24,76.24,ons.org.br
2021-07-27 00:00:00,Brazil,North-East Brazil,BR-NE,170.88,219.61,70.28,70.28,ons.org.br
2021-07-28 00:00:00,Brazil,North-East Brazil,BR-NE,180.25,231.32,68.65,68.65,ons.org.br
2021-07-29 00:00:00,Brazil,North-East Brazil,BR-NE,188.70,242.22,67.18,67.18,ons.org.br
2021-07-30 00:00:00,Brazil,North-East Brazil,BR-NE,153.73,198.81,73.27,73.27,ons.org.br
2021-07-31 00:00:00,Brazil,North-East Brazil,BR-NE,148.96,191.93,74.09,74.09,ons.org.br
2021-08-01 00:00:00,Brazil,North-East Brazil,BR-NE,130.39,170.13,77.32,77.32,ons.org.br
2021-08-02 00:00:00,Brazil,North-East Brazil,BR-NE,156.12,201.65,72.85,72.85,ons.org.br
2021-08-03 00:00:00,Brazil,North-East Brazil,BR-NE,160.87,208.33,72.02,72.02,ons.org.br
2021-08-04 00:00:00,Brazil,North-East Brazil,BR-NE,152.02,197.06,73.56,73.56,Electricity Maps Estimation; ons.org.br
2021-08-05 00:00:00,Brazil,North-East Brazil,BR-NE,152.89,197.38,73.41,73.41,ons.org.br
2021-08-06 00:00:00,Brazil,North-East Brazil,BR-NE,122.79,160.50,78.64,78.64,ons.org.br
2021-08-07 00:00:00,Brazil,North-East Brazil,BR-NE,110.19,145.71,80.84,80.83,ons.org.br
2021-08-08 00:00:00,Brazil,North-East Brazil,BR-NE,121.61,159.43,78.85,78.85,ons.org.br
2021-08-09 00:00:00,Brazil,North-East Brazil,BR-NE,167.56,215.10,70.86,70.86,ons.org.br
2021-08-10 00:00:00,Brazil,North-East Brazil,BR-NE,154.76,199.84,73.08,73.08,ons.org.br
2021-08-11 00:00:00,Brazil,North-East Brazil,BR-NE,149.92,194.19,73.93,73.93,ons.org.br
2021-08-12 00:00:00,Brazil,North-East Brazil,BR-NE,155.30,200.33,72.99,72.99,ons.org.br
2021-08-13 00:00:00,Brazil,North-East Brazil,BR-NE,154.97,199.68,73.05,73.05,ons.org.br
2021-08-14 00:00:00,Brazil,North-East Brazil,BR-NE,167.88,215.46,70.80,70.80,ons.org.br
2021-08-15 00:00:00,Brazil,North-East Brazil,BR-NE,163.06,210.11,71.64,71.64,ons.org.br
2021-08-16 00:00:00,Brazil,North-East Brazil,BR-NE,157.88,203.54,72.54,72.54,ons.org.br
2021-08-17 00:00:00,Brazil,North-East Brazil,BR-NE,152.45,196.79,73.49,73.49,ons.org.br
2021-08-18 00:00:00,Brazil,North-East Brazil,BR-NE,136.46,177.14,76.27,76.27,ons.org.br
2021-08-19 00:00:00,Brazil,North-East Brazil,BR-NE,147.68,190.69,74.32,74.32,ons.org.br
2021-08-20 00:00:00,Brazil,North-East Brazil,BR-NE,147.45,190.52,74.36,74.36,ons.org.br
2021-08-21 00:00:00,Brazil,North-East Brazil,BR-NE,143.67,186.03,75.01,75.01,ons.org.br
2021-08-22 00:00:00,Brazil,North-East Brazil,BR-NE,152.97,196.65,73.40,73.40,ons.org.br
2021-08-23 00:00:00,Brazil,North-East Brazil,BR-NE,150.58,194.99,73.81,73.81,ons.org.br
2021-08-24 00:00:00,Brazil,North-East Brazil,BR-NE,152.74,196.90,73.44,73.44,ons.org.br
2021-08-25 00:00:00,Brazil,North-East Brazil,BR-NE,156.20,200.94,72.83,72.83,ons.org.br
2021-08-26 00:00:00,Brazil,North-East Brazil,BR-NE,151.24,195.07,73.70,73.70,Electricity Maps Estimation; ons.org.br
2021-08-27 00:00:00,Brazil,North-East Brazil,BR-NE,155.07,199.75,73.03,73.03,ons.org.br
2021-08-28 00:00:00,Brazil,North-East Brazil,BR-NE,158.82,203.61,72.38,72.38,ons.org.br
2021-08-29 00:00:00,Brazil,North-East Brazil,BR-NE,137.14,178.23,76.15,76.15,ons.org.br
2021-08-30 00:00:00,Brazil,North-East Brazil,BR-NE,158.80,205.00,72.38,72.38,ons.org.br
2021-08-31 00:00:00,Brazil,North-East Brazil,BR-NE,154.30,198.79,73.17,73.17,ons.org.br
2021-09-01 00:00:00,Brazil,North-East Brazil,BR-NE,146.70,189.66,74.49,74.49,ons.org.br
2021-09-02 00:00:00,Brazil,North-East Brazil,BR-NE,146.98,190.60,74.44,74.44,ons.org.br
2021-09-03 00:00:00,Brazil,North-East Brazil,BR-NE,146.45,190.52,74.53,74.53,ons.org.br
2021-09-04 00:00:00,Brazil,North-East Brazil,BR-NE,154.00,199.10,73.22,73.22,ons.org.br
2021-09-05 00:00:00,Brazil,North-East Brazil,BR-NE,158.82,205.36,72.38,72.38,ons.org.br
2021-09-06 00:00:00,Brazil,North-East Brazil,BR-NE,147.39,192.15,74.37,74.37,ons.org.br
