Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2022-01-28 00:00:00,Brazil,North-East Brazil,BR-NE,70.89,105.98,87.67,87.67,ons.org.br
2022-01-29 00:00:00,Brazil,North-East Brazil,BR-NE,31.21,58.85,94.57,94.57,ons.org.br
2022-01-30 00:00:00,Brazil,North-East Brazil,BR-NE,26.15,51.01,95.45,95.45,ons.org.br
2022-01-31 00:00:00,Brazil,North-East Brazil,BR-NE,20.64,43.06,96.41,96.41,ons.org.br
2022-02-01 00:00:00,Brazil,North-East Brazil,BR-NE,20.73,44.00,96.40,96.40,ons.org.br
2022-02-02 00:00:00,Brazil,North-East Brazil,BR-NE,22.06,46.14,96.16,96.16,ons.org.br
2022-02-03 00:00:00,Brazil,North-East Brazil,BR-NE,21.01,44.44,96.35,96.35,ons.org.br
2022-02-04 00:00:00,Brazil,North-East Brazil,BR-NE,20.10,42.69,96.50,96.50,ons.org.br
2022-02-05 00:00:00,Brazil,North-East Brazil,BR-NE,20.33,43.42,96.46,96.46,ons.org.br
2022-02-06 00:00:00,Brazil,North-East Brazil,BR-NE,21.65,45.63,96.23,96.23,ons.org.br
2022-02-07 00:00:00,Brazil,North-East Brazil,BR-NE,18.91,42.85,96.71,96.71,ons.org.br
2022-02-08 00:00:00,Brazil,North-East Brazil,BR-NE,20.01,43.52,96.52,96.52,ons.org.br
2022-02-09 00:00:00,Brazil,North-East Brazil,BR-NE,17.96,41.08,96.88,96.88,ons.org.br
2022-02-10 00:00:00,Brazil,North-East Brazil,BR-NE,22.18,47.07,96.14,96.14,ons.org.br
2022-02-11 00:00:00,Brazil,North-East Brazil,BR-NE,21.97,46.85,96.18,96.18,ons.org.br
2022-02-12 00:00:00,Brazil,North-East Brazil,BR-NE,21.91,47.16,96.19,96.19,ons.org.br
2022-02-13 00:00:00,Brazil,North-East Brazil,BR-NE,22.98,47.02,96.00,96.00,ons.org.br
2022-02-14 00:00:00,Brazil,North-East Brazil,BR-NE,22.63,46.87,96.07,96.07,ons.org.br
2022-02-15 00:00:00,Brazil,North-East Brazil,BR-NE,21.50,45.40,96.26,96.26,ons.org.br
2022-02-16 00:00:00,Brazil,North-East Brazil,BR-NE,23.41,48.46,95.93,95.93,ons.org.br
2022-02-17 00:00:00,Brazil,North-East Brazil,BR-NE,27.69,54.99,95.18,95.18,ons.org.br
2022-02-18 00:00:00,Brazil,North-East Brazil,BR-NE,27.44,53.57,95.23,95.23,ons.org.br
2022-02-19 00:00:00,Brazil,North-East Brazil,BR-NE,27.82,53.30,95.16,95.16,ons.org.br
2022-02-20 00:00:00,Brazil,North-East Brazil,BR-NE,28.85,54.61,94.98,94.98,ons.org.br
2022-02-21 00:00:00,Brazil,North-East Brazil,BR-NE,24.21,48.20,95.79,95.79,ons.org.br
2022-02-22 00:00:00,Brazil,North-East Brazil,BR-NE,17.48,39.08,96.96,96.96,ons.org.br
2022-02-23 00:00:00,Brazil,North-East Brazil,BR-NE,17.96,40.09,96.88,96.88,ons.org.br
2022-02-24 00:00:00,Brazil,North-East Brazil,BR-NE,17.62,39.51,96.94,96.94,ons.org.br
2022-02-25 00:00:00,Brazil,North-East Brazil,BR-NE,16.85,37.70,97.07,97.07,ons.org.br
2022-02-26 00:00:00,Brazil,North-East Brazil,BR-NE,22.43,43.74,96.10,96.10,ons.org.br
2022-02-27 00:00:00,Brazil,North-East Brazil,BR-NE,18.93,38.83,96.71,96.71,ons.org.br
2022-02-28 00:00:00,Brazil,North-East Brazil,BR-NE,20.42,41.21,96.45,96.45,ons.org.br
2022-03-01 00:00:00,Brazil,North-East Brazil,BR-NE,18.54,39.05,96.78,96.78,ons.org.br
2022-03-02 00:00:00,Brazil,North-East Brazil,BR-NE,22.85,45.33,96.03,96.03,ons.org.br
2022-03-03 00:00:00,Brazil,North-East Brazil,BR-NE,33.72,58.32,94.13,94.13,ons.org.br
2022-03-04 00:00:00,Brazil,North-East Brazil,BR-NE,20.18,42.82,96.49,96.49,ons.org.br
2022-03-05 00:00:00,Brazil,North-East Brazil,BR-NE,22.59,44.94,96.07,96.07,ons.org.br
2022-03-06 00:00:00,Brazil,North-East Brazil,BR-NE,21.78,42.57,96.21,96.21,ons.org.br
2022-03-07 00:00:00,Brazil,North-East Brazil,BR-NE,19.65,41.56,96.58,96.58,ons.org.br
2022-03-08 00:00:00,Brazil,North-East Brazil,BR-NE,20.73,42.93,96.39,96.39,ons.org.br
2022-03-09 00:00:00,Brazil,North-East Brazil,BR-NE,20.30,42.55,96.47,96.47,ons.org.br
2022-03-10 00:00:00,Brazil,North-East Brazil,BR-NE,20.22,41.73,96.48,96.48,ons.org.br
2022-03-11 00:00:00,Brazil,North-East Brazil,BR-NE,21.60,43.91,96.24,96.24,ons.org.br
2022-03-12 00:00:00,Brazil,North-East Brazil,BR-NE,27.53,53.83,95.21,95.21,ons.org.br
2022-03-13 00:00:00,Brazil,North-East Brazil,BR-NE,27.96,53.37,95.14,95.14,ons.org.br
2022-03-14 00:00:00,Brazil,North-East Brazil,BR-NE,27.10,52.81,95.29,95.29,ons.org.br
2022-03-15 00:00:00,Brazil,North-East Brazil,BR-NE,26.78,52.00,95.34,95.34,ons.org.br
2022-03-16 00:00:00,Brazil,North-East Brazil,BR-NE,29.08,54.86,94.94,94.94,ons.org.br
2022-03-17 00:00:00,Brazil,North-East Brazil,BR-NE,27.51,53.32,95.22,95.22,ons.org.br
2022-03-18 00:00:00,Brazil,North-East Brazil,BR-NE,23.59,45.80,95.90,95.90,ons.org.br
2022-03-19 00:00:00,Brazil,North-East Brazil,BR-NE,27.36,51.58,95.24,95.24,ons.org.br
2022-03-20 00:00:00,Brazil,North-East Brazil,BR-NE,29.12,54.61,94.94,94.94,ons.org.br
2022-03-21 00:00:00,Brazil,North-East Brazil,BR-NE,24.25,47.93,95.78,95.78,ons.org.br
2022-03-22 00:00:00,Brazil,North-East Brazil,BR-NE,21.33,43.83,96.29,96.29,ons.org.br
2022-03-23 00:00:00,Brazil,North-East Brazil,BR-NE,19.59,41.46,96.59,96.59,ons.org.br
2022-03-24 00:00:00,Brazil,North-East Brazil,BR-NE,23.42,47.02,95.93,95.93,ons.org.br
2022-03-25 00:00:00,Brazil,North-East Brazil,BR-NE,26.19,50.64,95.44,95.44,ons.org.br
2022-03-26 00:00:00,Brazil,North-East Brazil,BR-NE,27.64,52.20,95.19,95.19,ons.org.br
2022-03-27 00:00:00,Brazil,North-East Brazil,BR-NE,30.20,54.72,94.75,94.75,ons.org.br
2022-03-28 00:00:00,Brazil,North-East Brazil,BR-NE,26.06,48.27,95.47,95.47,ons.org.br
2022-03-29 00:00:00,Brazil,North-East Brazil,BR-NE,26.71,49.96,95.35,95.35,ons.org.br
2022-03-30 00:00:00,Brazil,North-East Brazil,BR-NE,26.79,50.90,95.34,95.34,ons.org.br
2022-03-31 00:00:00,Brazil,North-East Brazil,BR-NE,28.08,53.16,95.12,95.12,ons.org.br
2022-04-01 00:00:00,Brazil,North-East Brazil,BR-NE,33.25,59.12,94.22,94.22,ons.org.br
2022-04-02 00:00:00,Brazil,North-East Brazil,BR-NE,28.43,52.76,95.06,95.06,ons.org.br
2022-04-03 00:00:00,Brazil,North-East Brazil,BR-NE,27.45,50.31,95.22,95.22,ons.org.br
2022-04-04 00:00:00,Brazil,North-East Brazil,BR-NE,25.29,47.94,95.60,95.60,ons.org.br
2022-04-05 00:00:00,Brazil,North-East Brazil,BR-NE,23.13,46.65,95.98,95.98,ons.org.br
2022-04-06 00:00:00,Brazil,North-East Brazil,BR-NE,23.38,47.15,95.93,95.93,ons.org.br
2022-04-07 00:00:00,Brazil,North-East Brazil,BR-NE,21.97,44.81,96.18,96.18,ons.org.br
2022-04-08 00:00:00,Brazil,North-East Brazil,BR-NE,22.13,45.21,96.15,96.15,ons.org.br
2022-04-09 00:00:00,Brazil,North-East Brazil,BR-NE,22.58,45.17,96.07,96.07,ons.org.br
2022-04-10 00:00:00,Brazil,North-East Brazil,BR-NE,35.78,62.26,93.78,93.75,ons.org.br
2022-04-11 00:00:00,Brazil,North-East Brazil,BR-NE,28.79,54.87,94.99,94.95,ons.org.br
2022-04-12 00:00:00,Brazil,North-East Brazil,BR-NE,28.57,54.01,95.03,95.02,ons.org.br
2022-04-13 00:00:00,Brazil,North-East Brazil,BR-NE,27.58,54.19,95.20,95.11,ons.org.br
2022-04-14 00:00:00,Brazil,North-East Brazil,BR-NE,36.43,66.30,93.66,93.44,ons.org.br
2022-04-15 00:00:00,Brazil,North-East Brazil,BR-NE,39.72,69.75,93.09,92.85,ons.org.br
2022-04-16 00:00:00,Brazil,North-East Brazil,BR-NE,40.87,70.44,92.89,92.65,ons.org.br
2022-04-17 00:00:00,Brazil,North-East Brazil,BR-NE,34.46,60.13,94.01,93.98,ons.org.br
2022-04-18 00:00:00,Brazil,North-East Brazil,BR-NE,36.76,62.17,93.61,93.60,ons.org.br
2022-04-19 00:00:00,Brazil,North-East Brazil,BR-NE,28.73,52.18,95.00,95.00,ons.org.br
2022-04-20 00:00:00,Brazil,North-East Brazil,BR-NE,25.30,47.65,95.60,95.60,ons.org.br
2022-04-21 00:00:00,Brazil,North-East Brazil,BR-NE,25.51,48.08,95.56,95.56,ons.org.br
2022-04-22 00:00:00,Brazil,North-East Brazil,BR-NE,26.25,49.51,95.44,95.44,ons.org.br
2022-04-23 00:00:00,Brazil,North-East Brazil,BR-NE,26.15,49.39,95.45,95.45,ons.org.br
2022-04-24 00:00:00,Brazil,North-East Brazil,BR-NE,29.57,52.95,94.86,94.86,ons.org.br
2022-04-25 00:00:00,Brazil,North-East Brazil,BR-NE,25.36,47.22,95.59,95.59,ons.org.br
2022-04-26 00:00:00,Brazil,North-East Brazil,BR-NE,22.74,43.46,96.05,96.05,ons.org.br
2022-04-27 00:00:00,Brazil,North-East Brazil,BR-NE,24.42,46.28,95.75,95.75,ons.org.br
2022-04-28 00:00:00,Brazil,North-East Brazil,BR-NE,23.73,45.39,95.87,95.87,ons.org.br
2022-04-29 00:00:00,Brazil,North-East Brazil,BR-NE,19.72,40.82,96.57,96.57,ons.org.br
2022-04-30 00:00:00,Brazil,North-East Brazil,BR-NE,20.32,41.29,96.47,96.47,ons.org.br
2022-05-01 00:00:00,Brazil,North-East Brazil,BR-NE,20.31,39.31,96.47,96.47,ons.org.br
2022-05-02 00:00:00,Brazil,North-East Brazil,BR-NE,20.24,41.60,96.48,96.48,ons.org.br
2022-05-03 00:00:00,Brazil,North-East Brazil,BR-NE,21.03,42.21,96.34,96.34,ons.org.br
2022-05-04 00:00:00,Brazil,North-East Brazil,BR-NE,23.59,45.16,95.90,95.90,ons.org.br
2022-05-05 00:00:00,Brazil,North-East Brazil,BR-NE,22.73,44.56,96.05,96.05,ons.org.br
2022-05-06 00:00:00,Brazil,North-East Brazil,BR-NE,19.65,40.28,96.58,96.58,ons.org.br
2022-05-07 00:00:00,Brazil,North-East Brazil,BR-NE,20.23,40.57,96.48,96.48,ons.org.br
2022-05-08 00:00:00,Brazil,North-East Brazil,BR-NE,20.10,40.79,96.50,96.50,ons.org.br
2022-05-09 00:00:00,Brazil,North-East Brazil,BR-NE,19.66,40.30,96.58,96.58,ons.org.br
2022-05-10 00:00:00,Brazil,North-East Brazil,BR-NE,23.52,46.14,95.91,95.89,ons.org.br
2022-05-11 00:00:00,Brazil,North-East Brazil,BR-NE,33.69,58.00,94.14,94.13,ons.org.br
2022-05-12 00:00:00,Brazil,North-East Brazil,BR-NE,34.47,59.85,94.01,93.97,ons.org.br
2022-05-13 00:00:00,Brazil,North-East Brazil,BR-NE,24.64,46.36,95.72,95.71,ons.org.br
2022-05-14 00:00:00,Brazil,North-East Brazil,BR-NE,22.32,42.56,96.12,96.12,ons.org.br
2022-05-15 00:00:00,Brazil,North-East Brazil,BR-NE,26.62,48.61,95.37,95.37,ons.org.br
2022-05-16 00:00:00,Brazil,North-East Brazil,BR-NE,37.29,62.36,93.51,93.50,ons.org.br
2022-05-17 00:00:00,Brazil,North-East Brazil,BR-NE,37.05,63.20,93.56,93.44,ons.org.br
2022-05-18 00:00:00,Brazil,North-East Brazil,BR-NE,40.54,69.08,92.95,92.67,ons.org.br
2022-05-19 00:00:00,Brazil,North-East Brazil,BR-NE,43.61,73.53,92.41,92.09,ons.org.br
2022-05-20 00:00:00,Brazil,North-East Brazil,BR-NE,46.64,77.91,91.89,91.50,ons.org.br
2022-05-21 00:00:00,Brazil,North-East Brazil,BR-NE,32.93,57.15,94.27,94.22,ons.org.br
2022-05-22 00:00:00,Brazil,North-East Brazil,BR-NE,23.98,45.10,95.83,95.83,ons.org.br
2022-05-23 00:00:00,Brazil,North-East Brazil,BR-NE,21.34,42.43,96.29,96.29,ons.org.br
2022-05-24 00:00:00,Brazil,North-East Brazil,BR-NE,23.04,44.69,95.99,95.99,ons.org.br
2022-05-25 00:00:00,Brazil,North-East Brazil,BR-NE,27.63,50.18,95.20,95.20,ons.org.br
2022-05-26 00:00:00,Brazil,North-East Brazil,BR-NE,23.04,43.10,95.99,95.99,ons.org.br
2022-05-27 00:00:00,Brazil,North-East Brazil,BR-NE,23.67,44.43,95.88,95.88,ons.org.br
2022-05-28 00:00:00,Brazil,North-East Brazil,BR-NE,26.07,47.87,95.47,95.46,ons.org.br
2022-05-29 00:00:00,Brazil,North-East Brazil,BR-NE,29.41,53.51,94.89,94.88,ons.org.br
2022-05-30 00:00:00,Brazil,North-East Brazil,BR-NE,35.92,61.54,93.75,93.74,ons.org.br
2022-05-31 00:00:00,Brazil,North-East Brazil,BR-NE,25.96,49.18,95.48,95.46,ons.org.br
2022-06-01 00:00:00,Brazil,North-East Brazil,BR-NE,23.53,45.23,95.91,95.91,ons.org.br
2022-06-02 00:00:00,Brazil,North-East Brazil,BR-NE,34.08,59.66,94.07,94.00,ons.org.br
2022-06-03 00:00:00,Brazil,North-East Brazil,BR-NE,33.67,59.35,94.14,94.10,ons.org.br
2022-06-04 00:00:00,Brazil,North-East Brazil,BR-NE,29.73,52.98,94.83,94.81,ons.org.br
2022-06-05 00:00:00,Brazil,North-East Brazil,BR-NE,29.57,51.18,94.86,94.86,ons.org.br
2022-06-06 00:00:00,Brazil,North-East Brazil,BR-NE,24.37,45.50,95.76,95.76,ons.org.br
2022-06-07 00:00:00,Brazil,North-East Brazil,BR-NE,30.65,54.95,94.67,94.63,ons.org.br
2022-06-08 00:00:00,Brazil,North-East Brazil,BR-NE,40.98,68.54,92.87,92.74,ons.org.br
2022-06-09 00:00:00,Brazil,North-East Brazil,BR-NE,31.61,56.02,94.50,94.47,ons.org.br
2022-06-10 00:00:00,Brazil,North-East Brazil,BR-NE,28.02,50.72,95.13,95.11,ons.org.br
2022-06-11 00:00:00,Brazil,North-East Brazil,BR-NE,49.30,78.34,91.43,91.26,ons.org.br
2022-06-12 00:00:00,Brazil,North-East Brazil,BR-NE,44.41,71.93,92.28,92.22,ons.org.br
2022-06-13 00:00:00,Brazil,North-East Brazil,BR-NE,35.27,60.10,93.87,93.84,ons.org.br
2022-06-14 00:00:00,Brazil,North-East Brazil,BR-NE,24.29,45.06,95.78,95.78,ons.org.br
2022-06-15 00:00:00,Brazil,North-East Brazil,BR-NE,25.57,46.83,95.55,95.55,ons.org.br
2022-06-16 00:00:00,Brazil,North-East Brazil,BR-NE,28.34,51.05,95.07,95.07,ons.org.br
2022-06-17 00:00:00,Brazil,North-East Brazil,BR-NE,31.94,56.35,94.45,94.44,ons.org.br
2022-06-18 00:00:00,Brazil,North-East Brazil,BR-NE,32.68,57.87,94.32,94.31,ons.org.br
2022-06-19 00:00:00,Brazil,North-East Brazil,BR-NE,26.60,48.27,95.37,95.37,ons.org.br
2022-06-20 00:00:00,Brazil,North-East Brazil,BR-NE,24.61,45.81,95.72,95.72,ons.org.br
2022-06-21 00:00:00,Brazil,North-East Brazil,BR-NE,23.04,43.26,95.99,95.99,ons.org.br
2022-06-22 00:00:00,Brazil,North-East Brazil,BR-NE,26.67,48.10,95.36,95.36,ons.org.br
2022-06-23 00:00:00,Brazil,North-East Brazil,BR-NE,25.00,46.57,95.65,95.65,ons.org.br
2022-06-24 00:00:00,Brazil,North-East Brazil,BR-NE,22.63,42.26,96.06,96.06,Electricity Maps Estimation; ons.org.br
2022-06-25 00:00:00,Brazil,North-East Brazil,BR-NE,24.42,44.16,95.75,95.75,Electricity Maps Estimation
2022-06-26 00:00:00,Brazil,North-East Brazil,BR-NE,22.99,43.25,96.00,96.00,Electricity Maps Estimation
2022-06-27 00:00:00,Brazil,North-East Brazil,BR-NE,17.92,37.32,96.88,96.88,Electricity Maps Estimation; ons.org.br
2022-06-28 00:00:00,Brazil,North-East Brazil,BR-NE,17.71,37.83,96.92,96.92,ons.org.br
2022-06-29 00:00:00,Brazil,North-East Brazil,BR-NE,18.10,40.29,96.85,96.85,ons.org.br
2022-06-30 00:00:00,Brazil,North-East Brazil,BR-NE,17.83,39.63,96.90,96.90,ons.org.br
2022-07-01 00:00:00,Brazil,North-East Brazil,BR-NE,18.45,39.21,96.79,96.79,ons.org.br
2022-07-02 00:00:00,Brazil,North-East Brazil,BR-NE,21.13,40.67,96.32,96.32,ons.org.br
2022-07-03 00:00:00,Brazil,North-East Brazil,BR-NE,22.47,41.73,96.09,96.09,ons.org.br
2022-07-04 00:00:00,Brazil,North-East Brazil,BR-NE,23.47,44.15,95.92,95.92,ons.org.br
2022-07-05 00:00:00,Brazil,North-East Brazil,BR-NE,22.75,42.77,96.04,96.04,ons.org.br
2022-07-06 00:00:00,Brazil,North-East Brazil,BR-NE,22.36,42.87,96.11,96.11,ons.org.br
2022-07-07 00:00:00,Brazil,North-East Brazil,BR-NE,22.67,43.57,96.06,96.06,ons.org.br
2022-07-08 00:00:00,Brazil,North-East Brazil,BR-NE,20.55,41.10,96.43,96.43,ons.org.br
2022-07-09 00:00:00,Brazil,North-East Brazil,BR-NE,19.58,38.86,96.59,96.59,ons.org.br
2022-07-10 00:00:00,Brazil,North-East Brazil,BR-NE,21.35,40.81,96.29,96.29,ons.org.br
2022-07-11 00:00:00,Brazil,North-East Brazil,BR-NE,21.25,41.98,96.31,96.31,ons.org.br
2022-07-12 00:00:00,Brazil,North-East Brazil,BR-NE,21.80,43.77,96.21,96.21,ons.org.br
2022-07-13 00:00:00,Brazil,North-East Brazil,BR-NE,20.42,41.35,96.45,96.45,ons.org.br
2022-07-14 00:00:00,Brazil,North-East Brazil,BR-NE,20.37,41.26,96.46,96.46,ons.org.br
2022-07-15 00:00:00,Brazil,North-East Brazil,BR-NE,21.52,43.27,96.26,96.26,ons.org.br
2022-07-16 00:00:00,Brazil,North-East Brazil,BR-NE,22.03,43.36,96.17,96.17,ons.org.br
2022-07-17 00:00:00,Brazil,North-East Brazil,BR-NE,21.91,42.62,96.19,96.19,ons.org.br
2022-07-18 00:00:00,Brazil,North-East Brazil,BR-NE,20.53,41.36,96.43,96.43,ons.org.br
2022-07-19 00:00:00,Brazil,North-East Brazil,BR-NE,19.25,39.87,96.65,96.65,ons.org.br
2022-07-20 00:00:00,Brazil,North-East Brazil,BR-NE,19.61,40.51,96.59,96.59,ons.org.br
2022-07-21 00:00:00,Brazil,North-East Brazil,BR-NE,22.11,44.12,96.16,96.16,ons.org.br
2022-07-22 00:00:00,Brazil,North-East Brazil,BR-NE,20.77,42.50,96.39,96.39,ons.org.br
2022-07-23 00:00:00,Brazil,North-East Brazil,BR-NE,20.24,40.86,96.48,96.48,ons.org.br
2022-07-24 00:00:00,Brazil,North-East Brazil,BR-NE,20.87,40.60,96.37,96.37,ons.org.br
2022-07-25 00:00:00,Brazil,North-East Brazil,BR-NE,19.23,39.58,96.66,96.66,ons.org.br
2022-07-26 00:00:00,Brazil,North-East Brazil,BR-NE,19.61,40.91,96.59,96.59,ons.org.br
2022-07-27 00:00:00,Brazil,North-East Brazil,BR-NE,19.59,41.18,96.59,96.59,ons.org.br
2022-07-28 00:00:00,Brazil,North-East Brazil,BR-NE,20.06,42.31,96.51,96.51,ons.org.br
2022-07-29 00:00:00,Brazil,North-East Brazil,BR-NE,22.59,46.33,96.07,96.07,ons.org.br
2022-07-30 00:00:00,Brazil,North-East Brazil,BR-NE,24.69,48.91,95.71,95.71,ons.org.br
2022-07-31 00:00:00,Brazil,North-East Brazil,BR-NE,21.75,43.88,96.22,96.22,ons.org.br
2022-08-01 00:00:00,Brazil,North-East Brazil,BR-NE,18.39,38.61,96.80,96.80,ons.org.br
2022-08-02 00:00:00,Brazil,North-East Brazil,BR-NE,21.80,43.97,96.21,96.21,ons.org.br
2022-08-03 00:00:00,Brazil,North-East Brazil,BR-NE,24.99,48.36,95.65,95.65,Electricity Maps Estimation; ons.org.br
2022-08-04 00:00:00,Brazil,North-East Brazil,BR-NE,19.71,41.83,96.57,96.57,Electricity Maps Estimation; ons.org.br
2022-08-05 00:00:00,Brazil,North-East Brazil,BR-NE,17.83,39.56,96.90,96.90,ons.org.br
2022-08-06 00:00:00,Brazil,North-East Brazil,BR-NE,18.68,39.54,96.75,96.75,ons.org.br
2022-08-07 00:00:00,Brazil,North-East Brazil,BR-NE,20.00,41.17,96.52,96.52,ons.org.br
2022-08-08 00:00:00,Brazil,North-East Brazil,BR-NE,18.56,39.76,96.77,96.77,ons.org.br
2022-08-09 00:00:00,Brazil,North-East Brazil,BR-NE,19.17,40.62,96.67,96.67,ons.org.br
2022-08-10 00:00:00,Brazil,North-East Brazil,BR-NE,19.89,42.36,96.54,96.54,ons.org.br
2022-08-11 00:00:00,Brazil,North-East Brazil,BR-NE,22.12,45.62,96.15,96.15,ons.org.br
2022-08-12 00:00:00,Brazil,North-East Brazil,BR-NE,19.99,41.29,96.52,96.52,ons.org.br
2022-08-13 00:00:00,Brazil,North-East Brazil,BR-NE,18.14,37.48,96.84,96.84,ons.org.br
2022-08-14 00:00:00,Brazil,North-East Brazil,BR-NE,20.83,40.62,96.38,96.38,ons.org.br
2022-08-15 00:00:00,Brazil,North-East Brazil,BR-NE,20.83,41.22,96.38,96.31,ons.org.br
2022-08-16 00:00:00,Brazil,North-East Brazil,BR-NE,18.38,38.18,96.80,96.80,ons.org.br
2022-08-17 00:00:00,Brazil,North-East Brazil,BR-NE,17.38,37.37,96.98,96.98,Electricity Maps Estimation; ons.org.br
2022-08-18 00:00:00,Brazil,North-East Brazil,BR-NE,17.28,37.89,96.99,96.99,ons.org.br
2022-08-19 00:00:00,Brazil,North-East Brazil,BR-NE,18.48,39.70,96.79,96.79,ons.org.br
2022-08-20 00:00:00,Brazil,North-East Brazil,BR-NE,18.68,38.63,96.75,96.75,Electricity Maps Estimation; ons.org.br
2022-08-21 00:00:00,Brazil,North-East Brazil,BR-NE,19.67,39.42,96.58,96.58,ons.org.br
2022-08-22 00:00:00,Brazil,North-East Brazil,BR-NE,20.06,40.49,96.51,96.51,Electricity Maps Estimation; ons.org.br
2022-08-23 00:00:00,Brazil,North-East Brazil,BR-NE,20.56,41.13,96.42,96.42,Electricity Maps Estimation; ons.org.br
2022-08-24 00:00:00,Brazil,North-East Brazil,BR-NE,18.37,38.43,96.81,96.81,ons.org.br
2022-08-25 00:00:00,Brazil,North-East Brazil,BR-NE,20.03,39.51,96.52,96.52,ons.org.br
2022-08-26 00:00:00,Brazil,North-East Brazil,BR-NE,18.17,37.97,96.84,96.84,ons.org.br
2022-08-27 00:00:00,Brazil,North-East Brazil,BR-NE,19.40,39.39,96.63,96.63,ons.org.br
2022-08-28 00:00:00,Brazil,North-East Brazil,BR-NE,19.17,39.88,96.67,96.67,Electricity Maps Estimation; ons.org.br
2022-08-29 00:00:00,Brazil,North-East Brazil,BR-NE,16.85,36.21,97.07,97.07,Electricity Maps Estimation; ons.org.br
2022-08-30 00:00:00,Brazil,North-East Brazil,BR-NE,17.89,37.24,96.89,96.89,ons.org.br
2022-08-31 00:00:00,Brazil,North-East Brazil,BR-NE,18.32,37.76,96.81,96.81,ons.org.br
2022-09-01 00:00:00,Brazil,North-East Brazil,BR-NE,17.58,37.00,96.94,96.94,Electricity Maps Estimation; ons.org.br
2022-09-02 00:00:00,Brazil,North-East Brazil,BR-NE,17.86,37.13,96.90,96.90,Electricity Maps Estimation; ons.org.br
2022-09-03 00:00:00,Brazil,North-East Brazil,BR-NE,19.51,39.16,96.61,96.61,ons.org.br
2022-09-04 00:00:00,Brazil,North-East Brazil,BR-NE,22.15,42.20,96.15,96.15,ons.org.br
